z,n,t/s,A
,,51.584210526315786,30.319351177025958
,,56.27368421052631,26.105396873695682
,,60.96315789473684,24.396752703695324
,,65.65263157894736,21.163411663910704
,,70.34210526315789,19.734171100143328
,,75.03157894736842,17.893069639597766
,,79.72105263157894,14.963689141095804
,,84.41052631578947,14.907869388562263
,,89.1,11.947129032152615
56,66,0.0,100.13160613708358
,,18.473684210526315,90.2371998428914
,,36.94736842105263,80.30450515967662
,,55.421052631578945,71.00846758956091
,,73.89473684210526,64.20926600256242
,,92.36842105263158,58.38776746843406
,,110.84210526315789,51.891820048003254
,,129.31578947368422,46.49674520753073
,,147.78947368421052,41.44862003056779
,,166.26315789473682,37.76738835812394
,,184.73684210526315,33.463237943312016
,,203.21052631578948,29.611799139432804
,,221.68421052631578,25.854955442442645
,,240.15789473684208,22.77801198850038
,,258.63157894736844,20.677405331699596
,,277.10526315789474,18.349850482859214
,,295.57894736842104,15.470798293516658
,,314.05263157894734,17.029433417843407
,,332.52631578947364,13.022976195349102
,,351.0,9.910294355771331
56,67,0.0,100.94161849296061
,,25.57894736842105,88.94860315969409
,,51.1578947368421,80.62041521207364
,,76.73684210526315,72.52447578602265
,,102.3157894736842,65.9228229254852
,,127.89473684210526,57.64189814940034
,,153.4736842105263,49.254846570391955
,,179.05263157894737,46.563973664863035
,,204.6315789473684,41.32602873238213
,,230.21052631578945,36.54271427862132
,,255.78947368421052,35.635794652447466
,,281.36842105263156,29.99574774358019
,,306.9473684210526,26.50272621640459
,,332.52631578947364,23.172090473810282
,,358.10526315789474,21.250588707549873
,,383.6842105263158,18.2587423540938
,,409.2631578947368,17.681064958891753
,,434.84210526315786,15.27468203269945
,,460.4210526315789,14.565553581386016
,,486.0,11.900249500008135
56,68,0.0,100.11604436131219
,,104.21052631578948,91.41915227887709
,,208.42105263157896,81.21328264107497
,,312.63157894736844,70.81859955205437
,,416.8421052631579,65.73163370314217
,,521.0526315789474,58.31616281280446
,,625.2631578947369,51.22440033276315
,,729.4736842105264,44.54221151670487
,,833.6842105263158,42.720399873528976
,,937.8947368421053,37.61588477305342
,,1042.1052631578948,33.64630857766059
,,1146.3157894736842,32.22137936631142
,,1250.5263157894738,27.2578052224617
,,1354.7368421052633,23.059061918829656
,,1458.9473684210527,20.985550411924574
,,1563.157894736842,18.533909276691578
,,1667.3684210526317,17.845715765905886
,,1771.5789473684213,15.300390851851803
,,1875.7894736842106,14.11415529976029
,,1980.0,12.49064303946052
56,69,0.0,100.6191734648906
,,31.263157894736842,89.28351801582461
,,62.526315789473685,81.60718483051537
,,93.78947368421052,69.95509572591862
,,125.05263157894737,63.24866654953133
,,156.31578947368422,59.35697039357262
,,187.57894736842104,52.600696881307556
,,218.8421052631579,46.612851350695905
,,250.10526315789474,41.17223932202042
,,281.36842105263156,37.24729189518205
,,312.63157894736844,33.31514993537859
,,343.89473684210526,31.665988189478995
,,375.1578947368421,28.338575111621086
,,406.42105263157896,24.017874703796306
,,437.6842105263158,22.203543950866095
,,468.94736842105266,18.45023847091612
,,500.2105263157895,16.71191695918935
,,531.4736842105264,16.096708517149104
,,562.7368421052631,14.718573428046453
,,594.0,12.552542790421793
56,70,0.0,99.86399169486278
,,947.3684210526316,89.16252863260188
,,1894.7368421052631,79.26872621829116
,,2842.1052631578946,70.95516251856043
,,3789.4736842105262,65.83163227430298
,,4736.8421052631575,57.82130538256022
,,5684.210526315789,51.133375962482845
,,6631.578947368421,46.536441789321316
,,7578.9473684210525,42.89851854764896
,,8526.315789473683,34.51925073481273
,,9473.684210526315,32.52931331971681
,,10421.052631578947,30.416777524992575
,,11368.421052631578,26.500866975317987
,,12315.78947368421,23.621994258198587
,,13263.157894736842,20.512498091776664
,,14210.526315789473,21.524949507241473
,,15157.894736842105,17.413963924899697
,,16105.263157894737,16.324334499281544
,,17052.631578947367,14.678699004287196
,,18000.0,12.592154496028018
56,71,0.0,98.46046995976968
,,120.3157894736842,88.12215586601664
,,240.6315789473684,79.93091136362523
,,360.9473684210526,72.68225990808337
,,481.2631578947368,64.59355548260237
,,601.578947368421,58.57217894353887
,,721.8947368421052,52.40577722134174
,,842.2105263157895,47.51569923007092
,,962.5263157894736,41.9967208596072
,,1082.842105263158,36.84509026966919
,,1203.157894736842,35.54723173557478
,,1323.4736842105262,28.41011611973964
,,1443.7894736842104,28.034869084860574
,,1564.1052631578946,23.959213476200816
,,1684.421052631579,21.33648195342857
,,1804.7368421052631,19.064904709728257
,,1925.0526315789473,16.496101647016822
,,2045.3684210526314,15.043028863765478
,,2165.684210526316,13.552915930161118
,,2286.0,12.982280904254939
56,72,0.0,100.84574655010599
,,33150.31578947369,89.33625557195013
,,66300.63157894737,82.58779230738199
,,99450.94736842107,70.64877468313381
,,132601.26315789475,64.59525532860982
,,165751.57894736843,58.81561845468697
,,198901.89473684214,50.29938335307203
,,232052.21052631582,45.812501266846674
,,265202.5263157895,42.2466896103608
,,298352.8421052632,36.739156068433026
,,331503.15789473685,32.50638893754795
,,364653.47368421056,29.353954414652232
,,397803.7894736843,27.661245996669724
,,430954.1052631579,23.920353424692987
,,464104.42105263163,20.525419572378716
,,497254.7368421053,20.440777629710006
,,530405.052631579,16.874197032169178
,,563555.3684210527,15.573263193755785
,,596705.6842105264,14.322315742168703
,,629856.0,12.70363205381621
56,73,0.0,100.00881223706436
,,1267.578947368421,87.95271708007213
,,2535.157894736842,79.11804581964519
,,3802.7368421052633,71.80879912076462
,,5070.315789473684,64.39791333226995
,,6337.894736842105,58.810420535380665
,,7605.473684210527,51.483021840582666
,,8873.052631578947,48.01802519348816
,,10140.631578947368,41.96503474341523
,,11408.21052631579,37.50323945459417
,,12675.78947368421,32.843949328175476
,,13943.368421052632,30.025701921818868
,,15210.947368421053,25.670827218895642
,,16478.526315789473,26.57944775354287
,,17746.105263157893,23.018672603852657
,,19013.684210526317,19.391791705116095
,,20281.263157894737,18.37336689865375
,,21548.842105263157,15.3290015424423
,,22816.42105263158,13.120803183791939
,,24084.0,11.336252730082077
56,74,0.0,101.14038444534089
,,52631.57894736842,100.82910924429474
,,105263.15789473684,97.96903845437076
,,157894.73684210525,98.00943888507439
,,210526.31578947368,100.71944071057591
,,263157.8947368421,101.28801937367102
,,315789.4736842105,100.02598949307558
,,368421.05263157893,100.24980656785301
,,421052.63157894736,99.69504490924125
,,473684.2105263158,99.45821041645783
,,526315.7894736842,98.78454738285448
,,578947.3684210526,99.52011898328855
,,631578.947368421,99.77281266151995
,,684210.5263157894,101.15132618643474
,,736842.1052631579,100.55397059066959
,,789473.6842105263,100.37680807671302
,,842105.2631578947,100.46210871768687
,,894736.8421052631,98.79312552269853
,,947368.4210526316,102.686708325089
,,1000000.0,99.75187363222008
56,75,0.0,100.5106819725373
,,156884.2105263158,90.30313694683272
,,313768.4210526316,80.547832383107
,,470652.63157894736,71.34825408542244
,,627536.8421052631,64.86244589788551
,,784421.0526315789,58.80890832699578
,,941305.2631578947,52.73118030341365
,,1098189.4736842106,47.56410429717176
,,1255073.6842105263,41.436697865671476
,,1411957.894736842,36.961538698319686
,,1568842.1052631577,35.40658291775323
,,1725726.3157894737,29.282158992703003
,,1882610.5263157894,28.646630164109645
,,2039494.7368421052,23.621651518941672
,,2196378.947368421,21.55466856919037
,,2353263.1578947366,20.651223472556925
,,2510147.3684210526,18.25028385262045
,,2667031.5789473685,14.791280934397934
,,2823915.789473684,14.852967163598708
,,2980800.0,13.091434354226722
56,76,0.0,99.27862494839694
,,1.4948017566912e+28,88.505587252286
,,2.9896035133824e+28,80.66969574069388
,,4.4844052700736e+28,69.96978556827735
,,5.9792070267648e+28,64.72943794257327
,,7.474008783456e+28,58.01929870499736
,,8.9688105401472e+28,52.227218824322364
,,1.04636122968384e+29,47.122617115796714
,,1.19584140535296e+29,43.860783045683114
,,1.34532158102208e+29,37.52808526674448
,,1.4948017566912e+29,33.61159940342375
,,1.64428193236032e+29,28.70094135386882
,,1.79376210802944e+29,26.127057881911135
,,1.94324228369856e+29,23.573172414785272
,,2.09272245936768e+29,20.79979152724681
,,2.2422026350368e+29,18.121339158687412
,,2.39168281070592e+29,18.537136347009543
,,2.5411629863750402e+29,15.127885351869908
,,2.69064316204416e+29,12.398278912939862
,,2.84012333771328e+29,12.541613729070653
56,77,0.0,101.67897972507271
,,52572177.78282947,89.04908187841
,,105144355.56565894,79.2013003270047
,,157716533.34848842,71.15238691570613
,,210288711.13131788,63.50100378684437
,,262860888.91414735,58.06380651089499
,,315433066.69697684,50.744423143431405
,,368005244.4798063,45.32306211218394
,,420577422.26263577,42.16146937838492
,,473149600.04546523,37.380614287918235
,,525721777.8282947,32.13788105210269
,,578293955.6111242,30.77337041492505
,,630866133.3939537,27.156888149163425
,,683438311.1767831,23.763930219913682
,,736010488.9596126,21.267549207885118
,,788582666.742442,20.15894309884389
,,841154844.5252715,17.8868384449732
,,893727022.308101,16.21460245918411
,,946299200.0909305,12.208030057522732
,,998871377.87376,12.72813272093025
56,78,0.0,99.27640126068373
,,52631.57894736842,100.11902968744135
,,105263.15789473684,99.71035023256991
,,157894.73684210525,99.65464723371463
,,210526.31578947368,100.49391468704638
,,263157.8947368421,99.98037107331704
,,315789.4736842105,99.76220311478751
,,368421.05263157893,98.04580290962215
,,421052.63157894736,97.72176772641649
,,473684.2105263158,99.81509281283935
,,526315.7894736842,98.72762466516076
,,578947.3684210526,102.39906373230569
,,631578.947368421,101.48297588570327
,,684210.5263157894,101.36523169004953
,,736842.1052631579,98.91313521898694
,,789473.6842105263,101.02161644062447
,,842105.2631578947,101.20215224179381
,,894736.8421052631,101.11543077082283
,,947368.4210526316,99.40588930081327
,,1000000.0,100.89550548895141
56,79,0.0,100.03644476422893
,,52631.57894736842,100.16083425228422
,,105263.15789473684,99.08912519100048
,,157894.73684210525,98.58073695111695
,,210526.31578947368,99.5519315315215
,,263157.8947368421,100.21293386358174
,,315789.4736842105,99.05135929416768
,,368421.05263157893,99.33881259021828
,,421052.63157894736,100.27052735116129
,,473684.2105263158,100.1764381627519
,,526315.7894736842,100.54779727669164
,,578947.3684210526,99.1854753676978
,,631578.947368421,100.73928625270656
,,684210.5263157894,98.68941083436276
,,736842.1052631579,100.58724016613897
,,789473.6842105263,99.603548194047
,,842105.2631578947,99.79077876184228
,,894736.8421052631,99.26799831390724
,,947368.4210526316,102.95491425913512
,,1000000.0,99.99721911886627
56,80,0.0,101.3635831913928
,,52631.57894736842,100.16257437479487
,,105263.15789473684,98.78394808134787
,,157894.73684210525,100.92969903391567
,,210526.31578947368,100.16647684080164
,,263157.8947368421,99.67110149194465
,,315789.4736842105,99.25154800633194
,,368421.05263157893,99.86029217898883
,,421052.63157894736,100.46360077785899
,,473684.2105263158,99.48289579021451
,,526315.7894736842,100.58675940137292
,,578947.3684210526,99.82361363966352
,,631578.947368421,99.88657468055993
,,684210.5263157894,97.677485038967
,,736842.1052631579,101.34220836745455
,,789473.6842105263,98.77421025157598
,,842105.2631578947,100.6991434290048
,,894736.8421052631,99.7809208282317
,,947368.4210526316,100.03496515109643
,,1000000.0,98.21576048412675
56,81,0.0,101.44052615818592
,,52631.57894736842,100.97645277166362
,,105263.15789473684,99.89979187279309
,,157894.73684210525,100.4751851190324
,,210526.31578947368,100.06871645048311
,,263157.8947368421,98.71191207817733
,,315789.4736842105,100.07156397538763
,,368421.05263157893,99.73660290756733
,,421052.63157894736,98.86201649994479
,,473684.2105263158,100.47582811133346
,,526315.7894736842,98.2312087467881
,,578947.3684210526,100.390991548546
,,631578.947368421,99.46379413166814
,,684210.5263157894,100.7467932773629
,,736842.1052631579,99.98169495522484
,,789473.6842105263,100.63521468356875
,,842105.2631578947,100.08645673574877
,,894736.8421052631,97.97416428861102
,,947368.4210526316,99.97868265985336
,,1000000.0,100.44772089250752
56,82,0.0,100.85558357200016
,,52631.57894736842,99.19996557519576
,,105263.15789473684,99.2979586272059
,,157894.73684210525,99.55175401283766
,,210526.31578947368,100.88906615816558
,,263157.8947368421,99.5093572854747
,,315789.4736842105,99.82935494274732
,,368421.05263157893,100.81638697319435
,,421052.63157894736,99.50214929885418
,,473684.2105263158,101.38110948907448
,,526315.7894736842,99.65427524797917
,,578947.3684210526,100.66357174715574
,,631578.947368421,99.79785926876512
,,684210.5263157894,98.75057400559929
,,736842.1052631579,100.70148315601128
,,789473.6842105263,99.6014195676851
,,842105.2631578947,101.2029233127818
,,894736.8421052631,100.32427930189328
,,947368.4210526316,99.52232950226265
,,1000000.0,98.4801651439089
56,83,0.0,99.6193977046678
,,785.6526315789474,89.91218038093334
,,1571.3052631578948,79.19724186289729
